pair_id	role	protein_x	protein_y	ac_id	triplet_id	anchor	assembly_size_stratum	structure_grade_provisional	counterfactual_grade_provisional	sequence_similarity_bin	positive_source	positive_interface_status	orientation
SP:0001742	ac_negative	P00165	P00289	AC:001742			11_24	Structure-A-provisional					
SP:0001743	ac_negative	A0A2K3DLI2	A0A2K3DM81	AC:001743			11_24	Structure-B-provisional					
SP:0001744	ac_negative	A0A2K3CRM9	A8HUP3	AC:001744			11_24	Structure-A-provisional					
SP:0001745	ac_negative	A0A2K3CYB6	A8ISA4	AC:001745			11_24	Structure-A-provisional					
SP:0001746	ac_negative	A0A7S3R4R1	A0A7S3VHS4	AC:001746			11_24	Structure-A-provisional					
SP:0001747	ac_negative	Q9SUI4	Q9SYW8	AC:001747			11_24	Structure-B-provisional					
SP:0001748	ac_negative	P18183	P60312	AC:001748			11_24	Structure-A-provisional					
SP:0001749	ac_negative	A0A4V8GZZ8	A0A4V8H005	AC:001749			11_24	Structure-A-provisional					
SP:0001750	ac_negative	A0A125YW19	S7UR33	AC:001750			11_24	Structure-A-provisional					
SP:0001751	ac_negative	P20433	P36053	AC:001751			11_24	Structure-A-provisional					
SP:0001752	ac_negative	P09144	Q75VY7	AC:001752			11_24	Structure-A-provisional					
SP:0001753	ac_negative	A0A069QC99	A0A2V3F2U6	AC:001753			11_24	Structure-B-provisional					
SP:0001754	ac_negative	A0A0G4GX71	A0A0G4HNB1	AC:001754			11_24	Structure-A-provisional					
SP:0001755	ac_negative	D0CD10	D0CD19	AC:001755			3_10	Structure-A-provisional					
SP:0001756	ac_negative	A0A1S3YXM6	P06269	AC:001756			11_24	Structure-A-provisional					
SP:0001757	ac_negative	B6A879	B6A882	AC:001757			11_24	Structure-A-provisional					
SP:0001758	ac_negative	P9WPS1	P9WPV3	AC:001758			11_24	Structure-A-provisional					
SP:0001759	ac_negative	Q7Z4G1	Q9UBI1	AC:001759			11_24	Structure-A-provisional					
SP:0001760	ac_negative	P21087	P68449	AC:001760			11_24	Structure-B-provisional					
SP:0001761	ac_negative	E9NPS8	I0YQ44	AC:001761			11_24	Structure-B-provisional					
SP:0001762	ac_negative	A0A6C0M5W1	A0ABF7PQ06	AC:001762			11_24	Structure-A-provisional					
SP:0001763	ac_negative	P83794	P83796	AC:001763			11_24	Structure-B-provisional					
SP:0001764	ac_negative	A8IFG7	Q75VZ0	AC:001764			11_24	Structure-B-provisional					
SP:0001765	ac_negative	G0S1P1	G0S9A0	AC:001765			3_10	Structure-A-provisional					
SP:0001766	ac_negative	O19882	Q9TM23	AC:001766			11_24	Structure-A-provisional					
SP:0001767	ac_negative	P80377	Q5SJH3	AC:001767			11_24	Structure-B-provisional					
SP:0001768	ac_negative	P12357	Q41385	AC:001768			11_24	Structure-B-provisional					
SP:0001769	ac_negative	P02309	P32480	AC:001769			11_24	Structure-B-provisional					
SP:0001770	ac_negative	Q13352	Q9H3R5	AC:001770			11_24	Structure-B-provisional					
SP:0001771	ac_negative	P73297	P74352	AC:001771			3_10	Structure-A-provisional					
SP:0001772	ac_negative	A4VE64	Q24CE5	AC:001772			11_24	Structure-A-provisional					
SP:0001773	ac_negative	Q381A0	Q389F5	AC:001773			3_10	Structure-A-provisional					
SP:0001774	ac_negative	P48643	Q9NQP4	AC:001774			11_24	Structure-A-provisional					
SP:0001775	ac_negative	G2TRJ4	O74824	AC:001775			3_10	Structure-A-provisional					
SP:0001776	ac_negative	A0ACD6B8Q3	A0ACD6B8Q4	AC:001776			11_24	Structure-A-provisional					
SP:0001777	ac_negative	A0A9R0IP63	P06505	AC:001777			11_24	Structure-B-provisional					
SP:0001778	ac_negative	C4M2R7	P48151	AC:001778			11_24	Structure-A-provisional					
SP:0001779	ac_negative	O43257	O95619	AC:001779			11_24	Structure-B-provisional					
SP:0001780	ac_negative	Q8U0M5	Q8U4N1	AC:001780			11_24	Structure-A-provisional					
SP:0001781	ac_negative	P36121	P41910	AC:001781			11_24	Structure-A-provisional					
SP:0001782	ac_negative	A0A7U3Y808	B7IA33	AC:001782			11_24	Structure-B-provisional					
SP:0001783	ac_negative	F4J3N2	Q9SN86	AC:001783			11_24	Structure-B-provisional					
SP:0001784	ac_negative	Q3ZBC0	Q5E9B8	AC:001784			11_24	Structure-A-provisional					
SP:0001785	ac_negative	P38801	Q12277	AC:001785			11_24	Structure-A-provisional					
SP:0001786	ac_negative	P07703	P41910	AC:001786			11_24	Structure-A-provisional					
SP:0001787	ac_negative	A0A3Q7IVL4	P49215	AC:001787			11_24	Structure-A-provisional					
SP:0001788	ac_negative	Q9S7N7	Q9SA56	AC:001788			11_24	Structure-B-provisional					
SP:0001789	ac_negative	Q76ZQ8	Q76ZS0	AC:001789			3_10	Structure-A-provisional					
SP:0001790	ac_negative	P15927	Q13888	AC:001790			11_24	Structure-B-provisional					
SP:0001791	ac_negative	P25787	Q9BT73	AC:001791			11_24	Structure-B-provisional					
SP:0001792	ac_negative	A8MPR5	Q9C567	AC:001792			11_24	Structure-A-provisional					
SP:0001793	ac_negative	P49642	Q9BVW5	AC:001793			11_24	Structure-B-provisional					
SP:0001794	ac_negative	P51571	P60059	AC:001794			11_24	Structure-B-provisional					
SP:0001795	ac_negative	P58565	Q8YQ35	AC:001795			11_24	Structure-B-provisional					
SP:0001796	ac_negative	A0A2K1KN29	Q8MFA2	AC:001796			11_24	Structure-A-provisional					
SP:0001797	ac_negative	E9NPX1	I0Z2Y0	AC:001797			11_24	Structure-B-provisional					
SP:0001798	ac_negative	C4QWA8	C4QY79	AC:001798			11_24	Structure-A-provisional					
SP:0001799	ac_negative	P30665	P38826	AC:001799			11_24	Structure-A-provisional					
SP:0001800	ac_negative	P34160	Q00916	AC:001800			11_24	Structure-A-provisional					
SP:0001801	ac_negative	B8YB58	B8YB60	AC:001801			11_24	Structure-B-provisional					
SP:0001802	ac_negative	P20248	Q9UJX4	AC:001802			11_24	Structure-A-provisional					
SP:0001803	ac_negative	Q9C1J0	Q9C1J1	AC:001803			3_10	Structure-A-provisional					
SP:0001804	ac_negative	G0S3J8	G0S8E0	AC:001804			11_24	Structure-B-provisional					
SP:0001805	ac_negative	P26288	Q95695	AC:001805			11_24	Structure-A-provisional					
SP:0001806	ac_negative	Q3T084	Q3T0K2	AC:001806			11_24	Structure-A-provisional					
SP:0001807	ac_negative	Q6NLH0	Q9M1A8	AC:001807			11_24	Structure-A-provisional					
SP:0001808	ac_negative	P51667	Q3TF37	AC:001808			11_24	Structure-A-provisional					
SP:0001809	ac_negative	A0A6C0M5W1	A0ABF7PQ07	AC:001809			11_24	Structure-A-provisional					
SP:0001810	ac_negative	Q97ZJ9	Q980A3	AC:001810			11_24	Structure-A-provisional					
SP:0001811	ac_negative	G0RZG4	G0S755	AC:001811			3_10	Structure-B-provisional					
SP:0001812	ac_negative	P11514	P39471	AC:001812			11_24	Structure-A-provisional					
SP:0001813	ac_negative	Q53H12	Q9Y584	AC:001813			11_24	Structure-A-provisional					
SP:0001814	ac_negative	A8IL21	A8J353	AC:001814			11_24	Structure-B-provisional					
SP:0001815	ac_negative	Q2FKZ2	Q2FKZ4	AC:001815			11_24	Structure-A-provisional					
SP:0001816	ac_negative	A8MPR5	Q9SAJ3	AC:001816			11_24	Structure-A-provisional					
SP:0001817	ac_negative	A4VE64	A4VEB3	AC:001817			11_24	Structure-A-provisional					
SP:0001818	ac_negative	P28000	P32349	AC:001818			11_24	Structure-A-provisional					
SP:0001819	ac_negative	Q1HFX4	Q1HGH8	AC:001819			11_24	Structure-A-provisional					
SP:0001820	ac_negative	P56767	Q9SY97	AC:001820			11_24	Structure-A-provisional					
SP:0001821	ac_negative	Q1HFV9	Q1HFX4	AC:001821			11_24	Structure-A-provisional					
SP:0001822	ac_negative	Q5SKM0	Q5SLM9	AC:001822			3_10	Structure-A-provisional					
SP:0001823	ac_negative	A0A8F0WFC9	A0T0U5	AC:001823			11_24	Structure-A-provisional					
SP:0001824	ac_negative	P0ABA4	P0ABA6	AC:001824			11_24	Structure-A-provisional					
SP:0001825	ac_negative	A0A0G4FL36	A0A0G4GX86	AC:001825			11_24	Structure-A-provisional					
SP:0001826	ac_negative	Q9Y584	Q9Y5J6	AC:001826			11_24	Structure-A-provisional					
SP:0001827	ac_negative	Q9H0A8	Q9Y6G5	AC:001827			11_24	Structure-A-provisional					
SP:0001828	ac_negative	A8IJ60	A8J3C3	AC:001828			11_24	Structure-A-provisional					
SP:0001829	ac_negative	Q1HFX1	Q1HGH8	AC:001829			11_24	Structure-A-provisional					
SP:0001830	ac_negative	Q9Y230	Q9Y4R8	AC:001830			3_10	Structure-B-provisional					
SP:0001831	ac_negative	A0ACD6B989	P58564	AC:001831			11_24	Structure-A-provisional					
SP:0001832	ac_negative	P49368	Q13885	AC:001832			11_24	Structure-A-provisional					
SP:0001833	ac_negative	A0A2K1J0L9	A0A2K1K0C7	AC:001833			11_24	Structure-B-provisional					
SP:0001834	ac_negative	P0DP23	Q9P2D8	AC:001834			3_10	Structure-A-provisional					
SP:0001835	ac_negative	Q9C567	Q9SN86	AC:001835			11_24	Structure-B-provisional					
SP:0001836	ac_negative	A0A0H2UKZ4	E1C9L1	AC:001836			11_24	Structure-A-provisional					
SP:0001837	ac_negative	A0A8F0WFC9	B8BUW3	AC:001837			11_24	Structure-A-provisional					
SP:0001838	ac_negative	B6SQZ7	O65101	AC:001838			11_24	Structure-A-provisional					
SP:0001839	ac_negative	Q8DMA1	Q8DMR6	AC:001839			11_24	Structure-B-provisional					
SP:0001840	ac_negative	A0A2P6TKF8	A0A2P6TS63	AC:001840			11_24	Structure-B-provisional					
SP:0001841	ac_negative	O60566	Q13042	AC:001841			11_24	Structure-B-provisional					
SP:0001842	ac_negative	F5HBE8	Q9C1J1	AC:001842			3_10	Structure-A-provisional					
SP:0001843	ac_negative	B6SQZ7	P30980	AC:001843			11_24	Structure-A-provisional					
SP:0001844	ac_negative	A0T0V0	B8BUW3	AC:001844			11_24	Structure-A-provisional					
SP:0001845	ac_negative	A0A6C0M5W0	A0ABF7PQ06	AC:001845			11_24	Structure-A-provisional					
SP:0001846	ac_negative	C4M5V7	O15631	AC:001846			11_24	Structure-B-provisional					
SP:0001847	ac_negative	Q6IAA8	Q8N122	AC:001847			11_24	Structure-B-provisional					
SP:0001848	ac_negative	P22224	P89102	AC:001848			3_10	Structure-A-provisional					
SP:0001849	ac_negative	P09218	P09222	AC:001849			11_24	Structure-B-provisional					
SP:0001850	ac_negative	Q8SDC8	Q8SDD2	AC:001850			11_24	Structure-A-provisional					
SP:0001851	ac_negative	A0A2K3CY83	A0A2K3DHV6	AC:001851			11_24	Structure-A-provisional					
SP:0001852	ac_negative	B6SZT9	P30980	AC:001852			11_24	Structure-B-provisional					
SP:0001853	ac_negative	A3DBH0	A3DJK1	AC:001853			3_10	Structure-A-provisional					
SP:0001854	ac_negative	P07839	Q75VY6	AC:001854			11_24	Structure-B-provisional					
SP:0001855	ac_negative	P17412	P17413	AC:001855			3_10	Structure-A-provisional					
SP:0001856	ac_negative	P04038	Q01321	AC:001856			11_24	Structure-A-provisional					
SP:0001857	ac_negative	I7MHB1	Q22R86	AC:001857			11_24	Structure-B-provisional					
SP:0001858	ac_negative	A0A063X754	A0A063X781	AC:001858			11_24	Structure-A-provisional					
SP:0001859	ac_negative	P04052	Q9VJE4	AC:001859			11_24	Structure-A-provisional					
SP:0001860	ac_negative	P42285	Q06265	AC:001860			11_24	Structure-B-provisional					
SP:0001861	ac_negative	P14867	P34903	AC:001861			3_10	Structure-B-provisional					
SP:0001862	ac_negative	P13806	P19518	AC:001862			3_10	Structure-A-provisional					
SP:0001863	ac_negative	Q35914	Q95339	AC:001863			11_24	Structure-B-provisional					
SP:0001864	ac_negative	Q8U0E8	Q8U216	AC:001864			11_24	Structure-A-provisional					
SP:0001865	ac_negative	P58066	Q9A8S9	AC:001865			3_10	Structure-A-provisional					
SP:0001866	ac_negative	P78346	Q9H633	AC:001866			11_24	Structure-B-provisional					
SP:0001867	ac_negative	Q7LXK4	Q980R2	AC:001867			11_24	Structure-B-provisional					
SP:0001868	ac_negative	Q8U0E4	Q8U439	AC:001868			11_24	Structure-A-provisional					
SP:0001869	ac_negative	O00762	Q9UJX4	AC:001869			11_24	Structure-A-provisional					
SP:0001870	ac_negative	A6VF33	A6VF36	AC:001870			11_24	Structure-A-provisional					
SP:0001871	ac_negative	P38786	P40571	AC:001871			3_10	Structure-B-provisional					
SP:0001872	ac_negative	Q03630	Q03660	AC:001872			11_24	Structure-A-provisional					
SP:0001873	ac_negative	P14854	Q9BW72	AC:001873			11_24	Structure-A-provisional					
SP:0001874	ac_negative	P0AFD1	P33607	AC:001874			11_24	Structure-A-provisional					
SP:0001875	ac_negative	T1RJ07	T1RJW8	AC:001875			11_24	Structure-B-provisional					
SP:0001876	ac_negative	B7IA17	B7IA26	AC:001876			11_24	Structure-A-provisional					
SP:0001877	ac_negative	A8MPR5	F4JYR0	AC:001877			11_24	Structure-A-provisional					
SP:0001878	ac_negative	C1DI23	C1DI24	AC:001878			3_10	Structure-A-provisional					
SP:0001879	ac_negative	P56288	Q9USP0	AC:001879			11_24	Structure-A-provisional					
SP:0001880	ac_negative	A0A3Q7EMX2	A0A3Q7F5X2	AC:001880			11_24	Structure-A-provisional					
SP:0001881	ac_negative	A8ISA4	Q6UKY5	AC:001881			11_24	Structure-A-provisional					
SP:0001882	ac_negative	P36886	P69416	AC:001882			11_24	Structure-A-provisional					
SP:0001883	ac_negative	Q8U439	Q8U4N1	AC:001883			11_24	Structure-A-provisional					
SP:0001884	ac_negative	B4EKB3	B4EKB5	AC:001884			3_10	Structure-A-provisional					
SP:0001885	ac_negative	G2LDR4	G2LK98	AC:001885			11_24	Structure-A-provisional					
SP:0001886	ac_negative	Q27RN3	Q27RN6	AC:001886			3_10	Structure-A-provisional					
SP:0001887	ac_negative	P9WGY5	Q6MX01	AC:001887			3_10	Structure-A-provisional					
SP:0001888	ac_negative	P26288	P26289	AC:001888			11_24	Structure-A-provisional					
SP:0001889	ac_negative	A0A2I5HFM4	A0A3V0PQJ3	AC:001889			3_10	Structure-A-provisional					
SP:0001890	ac_negative	A0A4V8GZZ3	A0A4V8H007	AC:001890			11_24	Structure-A-provisional					
SP:0001891	ac_negative	B1H1T5	Q4V7I1	AC:001891			3_10	Structure-A-provisional					
SP:0001892	ac_negative	A8HPD0	P30394	AC:001892			11_24	Structure-B-provisional					
SP:0001893	ac_negative	Q8SD18	Q8SD64	AC:001893			11_24	Structure-A-provisional					
SP:0001894	ac_negative	P0A7Z4	P0AGB3	AC:001894			3_10	Structure-A-provisional					
SP:0001895	ac_negative	Q9UJX3	Q9UJX6	AC:001895			11_24	Structure-B-provisional					
SP:0001896	ac_negative	P14575	Q9P4W1	AC:001896			11_24	Structure-B-provisional					
SP:0001897	ac_negative	Q83EQ4	Q83EQ9	AC:001897			11_24	Structure-B-provisional					
SP:0001898	ac_negative	Q38EL9	Q57WL2	AC:001898			3_10	Structure-B-provisional					
SP:0001899	ac_negative	A0AAN0XZY2	A0AAN0Y3T9	AC:001899			11_24	Structure-A-provisional					
SP:0001900	ac_negative	G3MXC8	P61157	AC:001900			3_10	Structure-A-provisional					
SP:0001901	ac_negative	Q15382	Q9HB90	AC:001901			11_24	Structure-A-provisional					
SP:0001902	ac_negative	A0A4V8H006	A0A4V8H010	AC:001902			11_24	Structure-A-provisional					
SP:0001903	ac_negative	A0A1S4D4H1	P38550	AC:001903			11_24	Structure-A-provisional					
SP:0001904	ac_negative	D0C9P7	D0CCZ6	AC:001904			3_10	Structure-B-provisional					
SP:0001905	ac_negative	P35718	P46678	AC:001905			11_24	Structure-A-provisional					
SP:0001906	ac_negative	B6SQZ7	B6TXS5	AC:001906			11_24	Structure-A-provisional					
SP:0001907	ac_negative	A0QV37	A0QVQ3	AC:001907			11_24	Structure-B-provisional					
SP:0001908	ac_negative	O66842	O67335	AC:001908			3_10	Structure-A-provisional					
SP:0001909	ac_negative	O22993	Q9C567	AC:001909			11_24	Structure-A-provisional					
SP:0001910	ac_negative	C3SR57	W8T6F0	AC:001910			11_24	Structure-B-provisional					
SP:0001911	ac_negative	A8HPD0	A8HPH1	AC:001911			11_24	Structure-A-provisional					
SP:0001912	ac_negative	P0A7W1	P0A8A8	AC:001912			11_24	Structure-B-provisional					
SP:0001913	ac_negative	P35718	Q04307	AC:001913			11_24	Structure-A-provisional					
SP:0001914	ac_negative	D0CD01	D0CG36	AC:001914			3_10	Structure-B-provisional					
SP:0001915	ac_negative	P38786	Q12530	AC:001915			11_24	Structure-A-provisional					
SP:0001916	ac_negative	E1C9K9	Q41038	AC:001916			11_24	Structure-B-provisional					
SP:0001917	ac_negative	P28005	P40993	AC:001917			3_10	Structure-A-provisional					
SP:0001918	ac_negative	E1C9L3	Q41038	AC:001918			11_24	Structure-A-provisional					
SP:0001919	ac_negative	A0A1D5SLI4	A0A1D5UKZ4	AC:001919			11_24	Structure-B-provisional					
SP:0001920	ac_negative	P0C6T2	P61803	AC:001920			11_24	Structure-A-provisional					
SP:0001921	ac_negative	A0A0H3C9J4	B8H618	AC:001921			3_10	Structure-B-provisional					
SP:0001922	ac_negative	B8YB61	B8YB63	AC:001922			11_24	Structure-B-provisional					
SP:0001923	ac_negative	A3DBH0	A3DF17	AC:001923			3_10	Structure-A-provisional					
SP:0001924	ac_negative	P87123	Q92399	AC:001924			11_24	Structure-A-provisional					
SP:0001925	ac_negative	A0A2K1KN29	Q6YXQ2	AC:001925			11_24	Structure-B-provisional					
SP:0001926	ac_negative	Q83AX9	Q83E83	AC:001926			11_24	Structure-B-provisional					
SP:0001927	ac_negative	I6X486	O53943	AC:001927			3_10	Structure-A-provisional					
SP:0001928	ac_negative	Q39255	Q9MAA7	AC:001928			3_10	Structure-B-provisional					
SP:0001929	ac_negative	O94581	Q9UTF6	AC:001929			11_24	Structure-A-provisional					
SP:0001930	ac_negative	O15160	O15318	AC:001930			11_24	Structure-A-provisional					
SP:0001931	ac_negative	M1VKK5	Q85FS9	AC:001931			11_24	Structure-B-provisional					
SP:0001932	ac_negative	Q83D76	Q83ED6	AC:001932			11_24	Structure-A-provisional					
SP:0001933	ac_negative	B7IA25	B7IA33	AC:001933			11_24	Structure-B-provisional					
SP:0001934	ac_negative	P26288	Q9SCY3	AC:001934			11_24	Structure-A-provisional					
SP:0001935	ac_negative	P29496	P54784	AC:001935			11_24	Structure-B-provisional					
SP:0001936	ac_negative	G0S7B2	G0SH10	AC:001936			11_24	Structure-A-provisional					
SP:0001937	ac_negative	P46217	Q4JB12	AC:001937			11_24	Structure-A-provisional					
SP:0001938	ac_negative	P14741	P32481	AC:001938			11_24	Structure-A-provisional					
SP:0001939	ac_negative	Q3T084	Q3ZCI9	AC:001939			11_24	Structure-A-provisional					
SP:0001940	ac_negative	Q94AQ8	Q9SGH4	AC:001940			11_24	Structure-A-provisional					
SP:0001941	ac_negative	Q969U7	Q9Y244	AC:001941			11_24	Structure-A-provisional					
SP:0001942	ac_negative	P9WGH9	P9WGY5	AC:001942			3_10	Structure-A-provisional					
SP:0001943	ac_negative	Q96CS2	Q9NVX0	AC:001943			3_10	Structure-A-provisional					
SP:0001944	ac_negative	B0C4H4	B0C8F1	AC:001944			3_10	Structure-A-provisional					
SP:0001945	ac_negative	A0A2K3DHV6	A0A2K3DQ46	AC:001945			11_24	Structure-A-provisional					
SP:0001946	ac_negative	A0A1Z3HHI7	A0A1Z3HSF0	AC:001946			11_24	Structure-A-provisional					
SP:0001947	ac_negative	P09192	P12975	AC:001947			11_24	Structure-B-provisional					
SP:0001948	ac_negative	Q8SD35	Q8SDD6	AC:001948			11_24	Structure-A-provisional					
SP:0001949	ac_negative	Q89ZL0	Q8A1P7	AC:001949			3_10	Structure-A-provisional					
SP:0001950	ac_negative	A0A2P6THB2	W8SKM2	AC:001950			11_24	Structure-A-provisional					
SP:0001951	ac_negative	Q96MF7	Q96MG7	AC:001951			3_10	Structure-B-provisional					
SP:0001952	ac_negative	A4GDF1	A4GDH1	AC:001952			3_10	Structure-A-provisional					
SP:0001953	ac_negative	A0A2K1IB10	A9SL09	AC:001953			11_24	Structure-B-provisional					
SP:0001954	ac_negative	Q389F5	Q585T1	AC:001954			3_10	Structure-A-provisional					
SP:0001955	ac_negative	A0A9R0J865	P11704	AC:001955			11_24	Structure-A-provisional					
SP:0001956	ac_negative	P60292	Q8U216	AC:001956			11_24	Structure-B-provisional					
SP:0001957	ac_negative	Q7Z4G1	Q9Y6G5	AC:001957			3_10	Structure-B-provisional					
SP:0001958	ac_negative	Q22HD6	W7XF00	AC:001958			11_24	Structure-B-provisional					
SP:0001959	ac_negative	P89102	Q06245	AC:001959			3_10	Structure-A-provisional					
SP:0001960	ac_negative	C1K004	D0FXW7	AC:001960			11_24	Structure-A-provisional					
SP:0001961	ac_negative	P0ABA0	P0ABA6	AC:001961			11_24	Structure-A-provisional					
SP:0001962	ac_negative	P17987	Q9NQP4	AC:001962			11_24	Structure-A-provisional					
SP:0001963	ac_negative	A0A1S4BFK7	P06271	AC:001963			11_24	Structure-A-provisional					
SP:0001964	ac_negative	P50370	Q08363	AC:001964			11_24	Structure-B-provisional					
SP:0001965	ac_negative	P01865	U5LP42	AC:001965			3_10	Structure-A-provisional					
SP:0001966	ac_negative	O74029	O74030	AC:001966			11_24	Structure-A-provisional					
SP:0001967	ac_negative	P33421	P87108	AC:001967			3_10	Structure-B-provisional					
SP:0001968	ac_negative	O60925	P50990	AC:001968			11_24	Structure-A-provisional					
SP:0001969	ac_negative	A0A9R0IP63	A0A9R0JBX6	AC:001969			11_24	Structure-A-provisional					
SP:0001970	ac_negative	O74471	Q9UTF6	AC:001970			11_24	Structure-A-provisional					
SP:0001971	ac_negative	S8F5W4	S8F943	AC:001971			11_24	Structure-A-provisional					
SP:0001972	ac_negative	I7M8B9	Q22XT1	AC:001972			3_10	Structure-A-provisional					
SP:0001973	ac_negative	P05310	Q9SQL2	AC:001973			11_24	Structure-B-provisional					
SP:0001974	ac_negative	Q32P78	Q32PE0	AC:001974			11_24	Structure-B-provisional					
SP:0001975	ac_negative	B1INP8	B1INQ0	AC:001975			11_24	Structure-A-provisional					
SP:0001976	ac_negative	P80376	Q5SHP2	AC:001976			11_24	Structure-B-provisional					
SP:0001977	ac_negative	Q8IRE3	Q9VA95	AC:001977			3_10	Structure-B-provisional					
SP:0001978	ac_negative	P42285	Q9Y3B2	AC:001978			11_24	Structure-A-provisional					
